title,author,publishTime,category,intro,free,price,cover
Unity Shader入门精要,冯乐乐,2016-06-01 00:00:00,计算机-编程设计,本书不仅要教会读者如何使用Unity Shader，更重要的是要帮助读者学习Unity中的一些渲染机制以及如何使用Unity Shader实现各种自定义的渲染效果，希望这本书可以为读者打开一扇新的大门，让读者离制作心目中杰出游戏的心愿更近一步。,0,44.16,https://wfqqreader-1252317822.image.myqcloud.com/cover/473/22691473/s_22691473.jpg
Python大数据分析与机器学习商业案例实战,王宇韬 钱妍竹,2020-05-01 00:00:00,计算机-编程设计,大数据分析与机器学习技术已成为各行各业实现数字化变革的关键驱动力。本书以功能强大且较易上手的Python语言为编程环境，全面讲解了大数据分析与机器学习技术的商业应用实战。全书共16章，讲解了线性回归模型、逻辑回归模型、决策树模型、朴素贝叶斯模型、K近邻算法模型、随机森林模型、AdaBoost与GBDT模型、XGBoost与LightGBM模型、PCA（主成分分析）模型、聚类与分群模型（KMeans与DBSCAN算法）、协同过滤算法模型、Apriori关联分析模型、神经网络模型等十余种机器学习模型的原理和代码实现，每种模型都配有一到两个典型案例，涵盖金融、营销、医疗、社会科学、企业办公与管理等多个领域。本书适合具备一定数学知识和编程基础、希望快速在工作中应用大数据分析与机器学习技术的读者阅读，也适合Python编程爱好者或对大数据分析与机器学习技术感兴趣的读者参考。,0,49,https://wfqqreader-1252317822.image.myqcloud.com/cover/316/31583316/s_31583316.jpg
深入解析CSS,基思·J.格兰特,2020-04-09 00:00:00,计算机-计算机综合,作者对前端和后端的工作都十分了解，并拥有十余年CSS实战经验。在就职过的每一家公司，他都是非常重要的CSS导师。对于想要精通CSS的人而言，这本书是一张宝贵的“地图”，覆盖了CSS世界的大部分“疆土”，从CSS基础知识开始（如层叠、优先级、继承、相对单位、盒模型等），到多种布局（如浮动布局、Flexbox、网格布局、响应式设计等），再到大型应用程序中的CSS（如模块化CSS和模式库），最后是关于CSS的高级话题（如背景、阴影和混合模式，对比、颜色和间距，以及排版、过渡、变换、动画等）。,0,69.5,https://wfqqreader-1252317822.image.myqcloud.com/cover/821/31594821/s_31594821.jpg
深入浅出Vue.js,刘博文,2019-03-01 00:00:00,计算机-理论知识,本书从源码层面分析了Vue.js。首先，简要介绍了Vue.js；然后详细讲解了其内部核心技术“变化侦测”，这里带领大家从0到1实现一个简单的“变化侦测”系统；接着详细介绍了虚拟DOM技术，其中包括虚拟DOM的原理及其patching算法；紧接着详细讨论了模板编译技术，其中包括模板解析器的实现原理、优化器的原理以及代码生成器的原理；最后详细介绍了其整体架构以及提供给我们使用的各种API的内部原理，同时还介绍了生命周期、错误处理、指令系统与模板过滤器等功能的原理。 本书适合前端开发人员阅读。,0,39.5,https://wfqqreader-1252317822.image.myqcloud.com/cover/761/37683761/s_37683761.jpg
数据结构（C语言版）（第2版）,严蔚敏 李冬梅 吴伟民,2015-02-01 00:00:00,计算机-编程设计,本书在选材与编排上，贴近当前普通高等院校数据结构课程的现状和发展趋势，符合最新研究生入学考试大纲，内容难度适中，突出实用性和应用性。全书共8章，内容包括绪论，线性表，栈和队列，串、数组和广义表，树和二叉树，图，查找和排序。全书采用类C语言作为数据结构和算法的描述语言。,0,21.7,https://wfqqreader-1252317822.image.myqcloud.com/cover/916/31151916/s_31151916.jpg
普林斯顿计算机公开课,布莱恩W. 柯尼汉,2018-03-01 00:00:00,计算机-理论知识,从1999年开始，作者在普林斯顿大学开设了一门名叫“我们世界中的计算机”的课程（COS 109：Computers in Our World），这门课是向非计算机专业的学生介绍计算机基本常识的，多年来大受学生追捧。除了向学生讲解计算机理论知识，这门课还有相应的实验课——学生可以试着用流行的编程语言写几行代码，大家一起讨论苹果、谷歌和微软的技术如何渗入日常生活的每个角落。本书就是以这门课程的讲义为主要内容重新编写而成，它解释了计算机和通信系统的工作原理，并讨论了新技术带来的社会、政治和法律问题。,0,30,https://wfqqreader-1252317822.image.myqcloud.com/cover/474/26677474/s_26677474.jpg
实现领域驱动设计,沃恩·弗农,2014-03-01 00:00:00,计算机-数据库,本书分别从战略和战术层面详尽地讨论了如何实现DDD，其中包含了大量的最佳实践、设计准则和对一些问题的折中性讨论。全书共分为14章，在DDD战略部分，本书向我们讲解了领域、限界上下文、上下文映射图和架构等内容，战术部分包括实体、值对象、领域服务、领域事件、聚合和资源库等内容。一个虚构的案例研究贯穿全书，这对于实例讲解DDD实现来说非常有用。,0,19.8,https://wfqqreader-1252317822.image.myqcloud.com/cover/964/33380964/s_33380964.jpg
从0到1：JavaScript 快速上手,莫振杰,2019-11-01 00:00:00,计算机-数据库,本书分为2大部分：第1部分是Javascript基本语法，主要介绍流程控制、函数、字符串、数组等基本语法；第2部分是Javascript核心技术，主要介绍DOM操作、事件操作、window对象、document对象等核心技术。为了让读者更好地掌握，本书还结合实际工作以及前端面试，精心挑选了大量高质量的练习题。此外，本书还专门配套了课件PPT以及各种工具手册，以便各大高校老师教学使用。,0,30.9,https://wfqqreader-1252317822.image.myqcloud.com/cover/660/30070660/s_30070660.jpg
深入浅出Pandas：利用Python进行数据处理与分析,李庆辉,2021-07-01 00:00:00,计算机-计算机综合,如果你想充分发挥Python的强大作用，如果你想成为一名好的Python工程师，你应该先学好Pandas。这是一本全面覆盖了Pandas使用者的普遍需求和痛点的著作，基于实用、易学的原则，从功能、使用、原理等多个维度对Pandas做了全方位的详细讲解，既是初学者系统学习Pandas难得的入门书，又是有经验的Python工程师案头必不可少的查询手册。本书共17章，分为七部分。1部分（1～2章） Pandas入门：首先介绍了Pandas的功能、使用场景和学习方法，然后详细讲解了Python开发环境的搭建，Z后介绍了Pandas的大量基础功能，旨在引领读者快速入门。二部分（3～5章） Pandas数据分析基础：详细讲解了Pandas读取与输出数据、索引作、数据类型转换、查询筛选、统计计算、排序、位移、数据修改、数据迭代、函数应用等内容。三部分（6～9章） 数据形式变化：讲解了Pandas的分组聚合作、合并作、对比作、数据透视、转置、归一化、标准化等，以及如何利用多层索引对数据进行升降维。部分（10～12章） 数据清洗：讲解了缺失值和重复值的识别、删除、填充，数据的替换、格式转换，文本的提取、连接、匹配、切分、替换、格式化、虚拟变量化等，以及分类数据的应用场景和作方法。五部分（13～14章）时序数据分析：讲解了Pandas中对于各种时间类型数据的处理和分析，以及在时序数据处理中经常使用的窗口计算。六部分（15～16章） 可视化：讲解了Pandas的样式功能如何让数据表格更有表现力，以及Pandas的绘图功能如何让数据自己说话。七部分（17章） 实战案例：介绍了从需求到代码的思考过程，如何利用链式编程思想提高代码编写和数据分析效率，以及数据分析的基本方法与需要掌握的数据分析工具和技术栈，此外还从数据处理和数据分析两个角度给出了大量的应用案例及代码详解。,0,59.4,https://wfqqreader-1252317822.image.myqcloud.com/cover/446/39427446/s_39427446.jpg
大话软件工程：需求分析与软件设计,李鸿君,2020-03-01 00:00:00,计算机-计算机综合,《大话软件工程——需求分析与软件设计》面向从事软件分析与设计相关工作的读者。《大话软件工程——需求分析与软件设计》的重点是在软件工程中增加了业务设计和应用设计的部分，提出了软件设计工程化的模式，支持进行定性、定量的软件项目管理，是一本实操型的软件工程工具书。全书共分为6篇22章，分别介绍了业务分析与设计的理论、需求工程的调研与分析方法、业务的分析与设计方法、应用设计方法、业务用例和应用用例的编写方法、需求和设计的配套模板、规格书标准等。《大话软件工程——需求分析与软件设计》可作为软件工程师（包括需求、设计、开发、实施）、产品/项目经理、管理咨询师的实用工具书、培训机构的设计资格培训教材，以及普通高等院校管理信息专业、计算机专业学生学习软件设计方法的参考书。,0,139.3,https://wfqqreader-1252317822.image.myqcloud.com/cover/906/40726906/s_40726906.jpg
嵌入式C语言自我修养：从芯片、编译器到操作系统,王利涛编著,2021-04-01 00:00:00,计算机-理论知识,这是一本专门为嵌入式读者打造的C语言进阶学习图书。本书的学习重点不再是C语言的基本语法，而是和嵌入式、C语言相关的一系列知识。作者以C语言为切入点，分别探讨了嵌入式开发所需要的诸多核心理论和技能，力图帮助读者从零搭建嵌入式开发所需要的完整知识体系和技能树。本书从底层CPU的制造流程和工作原理开始讲起，到计算机体系结构，C程序的反汇编分析，程序的编译、运行和重定位，程序运行时的堆栈内存动态变化，GNU C编译器的扩展语法，指针的灵活使用，C语言的面向对象编程思想，C语言的模块化编程思想，C语言的多任务编程思想，进程、线程和协程的概念，从底层到上层，从芯片、硬件到软件、框架，几乎涵盖了嵌入式开发的所有知识点。,0,82.6,https://wfqqreader-1252317822.image.myqcloud.com/cover/248/37669248/s_37669248.jpg
手把手教你学C语言,吴明杰 曹宇 吴丹,2016-11-01 00:00:00,计算机-编程设计,本书是学习C语言的入门书籍，所以一开始对C语言的铺垫很充分，循序渐进，目的是让大家对C语言不再陌生，轻松愉快地学习。本书的内容对于入门来说是非常全面的，包括C语言基础知识、流程控制、数组、函数、指针、字符串、结构体、链表、文件操作等主流知识。这几个知识点是学习C语言的主要框架，对于不同的C语言书籍，区别就在于讲得是否详细，是否能让每位读者都掌握。本书中这几个知识点都讲得非常详细、透彻，是经过无数学弟学妹检验过的，也期待着读者的检验。除此之外，本书还增加了很多在工作中需要用到的其他知识，如栈和队列、自定义头文件、多文件编译、Linux下C文件的编译和链接、链接库等。,0,30,https://wfqqreader-1252317822.image.myqcloud.com/cover/296/847296/s_847296.jpg
Java从入门到精通（第2版）,龙马高新教育策划 魔乐科技软件实训中心编著 张玉宏主编,2015-03-01 00:00:00,计算机-计算机综合,"《Java从入门到精通（第2版）》以零基础讲解为宗旨，用实例引导读者学习，深入浅出地介绍了Java的相关知识和实战技能。
《Java从入门到精通（第2版）》第1篇【基础知识】主要讲解Java的基础知识、开发工具、程序要素、常量与变量、数据类型、运算符、表达式与语句、程序控制结构、数组、类和对象、方法以及枚举等；第2篇【核心技术】主要讲解类的封装、继承与多态、抽象类与接口、类的专题研究、Java常用类库、String类、对象的引用与传递、包及访问权限、异常的捕获与处理、Java类集框架以及Annotation等；第3篇【高级应用】主要讲解多线程、文件I/O操作、Java Applet网页小程序、Java网络程序设计、Java数据库编程以及DAO设计模式等；第4篇【项目实战】通过OA办公系统和电子商务网站平台两个实战案例，介绍了完整的Java开发流程。
《Java从入门到精通（第2版）》所附DVD光盘中包含了与图书内容全程同步的教学录像。此外，还赠送了大量相关学习资料，以便读者扩展学习。
《Java从入门到精通（第2版）》适合任何想学习Java的读者，无论您是否从事计算机相关行业，是否接触过Java，均可通过学习快速掌握Java的开发方法和技巧。",0,41.88,https://wfqqreader-1252317822.image.myqcloud.com/cover/942/728942/s_728942.jpg
Go语言高级编程,柴树杉 曹春晖,2019-07-01 00:00:00,计算机-编程设计,本书从实践出发讲解Go语言的进阶知识。本书共6章，第1章简单回顾Go语言的发展历史；第2章和第3章系统地介绍CGO编程和Go汇编语言的用法；第4章对RPC和Protobuf技术进行深入介绍，并讲述如何打造一个自己的RPC系统；第5章介绍工业级环境的Web系统的设计和相关技术；第6章介绍Go语言在分布式领域的一些编程技术。书中还涉及CGO和汇编方面的知识，其中CGO能够帮助读者继承的软件遗产，而在深入学习Go运行时，汇编对于理解各种语法设计的底层实现是必不可少的知识。此外，本书还包含一些紧跟潮流的内容，介绍开源界流行的gRPC及其相关应用，讲述Go Web框架中的基本实现原理和大型Web项目中的技术要点，引导读者对Go语言进行更深入的应用。 本书适合对Go语言的应用已经有一些心得，并希望能够深入理解底层实现原理或者是希望能够在Web开发方面结合Go语言来实现进阶学习的技术人员学习和参考。,0,56.96,https://wfqqreader-1252317822.image.myqcloud.com/cover/235/30179235/s_30179235.jpg
Rust权威指南,史蒂夫·克拉伯尼克 卡罗尔·尼科尔斯,2020-05-01 00:00:00,计算机-计算机综合,本书由Rust核心开发团队编写而成，由浅入深地探讨了Rust语言的方方面面。从学习函数、选择数据结构及绑定变量入手，逐步介绍所有权、trait、生命周期、安全保证等高级概念，模式匹配、错误处理、包管理、函数式特性、并发机制等实用工具，以及两个完整的项目开发实战案例。 作为开源的系统级编程语言，Rust可以帮助你编写出更为快速且更为可靠的软件，在给予开发者底层控制能力的同时，通过深思熟虑的工程设计避免了传统语言带来的诸多麻烦。 本书被视为Rust开发工作的必读书目，适合所有希望评估、入门、提高和研究Rust语言的软件开发人员阅读。,0,111.3,https://wfqqreader-1252317822.image.myqcloud.com/cover/929/32435929/s_32435929.jpg
Java并发编程实战,盖茨等,2012-02-20 00:00:00,计算机-编程设计,本书深入浅出地介绍了Java线程和并发，是一本完美的Java并发参考手册。书中从并发性和线程安全性的基本概念出发，介绍了如何使用类库提供的基本并发构建块，用于避免并发危险、构造线程安全的类及验证线程安全的规则，如何将小的线程安全类组合成更大的线程安全类，如何利用线程来提高并发应用程序的吞吐量，如何识别可并行执行的任务，如何提高单线程子系统的响应性，如何确保并发程序执行预期任务，如何提高并发代码的性能和可伸缩性等内容，最后介绍了一些高级主题，如显式锁、原子变量、非阻塞算法以及如何开发自定义的同步工具类.,0,25,https://wfqqreader-1252317822.image.myqcloud.com/cover/425/39980425/s_39980425.jpg
机器学习实战：基于Scikit-Learn、Keras和TensorFlow（原书第2版）,奥雷利安·杰龙,2020-10-10 00:00:00,计算机-人工智能,本书分为两部分。第一部分，机器学习基础，涵盖以下主题：什么是机器学习，它试图解决什么问题，以及系统的主要类别和基本概念；第二部分，神经网络和深度学习，涵盖以下主题：什么是神经网络以及它们有什么用，使用TensorFlow和Keras构建和训练神经网络的技术，以及如何使用强化学习构建可以通过反复试错，学习好的策略的代理程序。第一部分主要基于Scikit-Learn，而第二部分则使用TensorFlow和Keras。,0,74.5,https://wfqqreader-1252317822.image.myqcloud.com/cover/393/34141393/s_34141393.jpg
Java从入门到精通（第6版）,明日科技,2021-07-01 00:00:00,计算机-编程设计,《Java从入门到精通（第6版）》从初学者角度出发，通过通俗易懂的语言、丰富多彩的实例，详细讲解了使用Java语言进行程序开发需要掌握的知识。全书分为23章，内容包括初识Java，熟悉Eclipse开发工具，Java语言基础，流程控制，数组，类和对象，继承、多态、抽象类与接口，包和内部类，异常处理，字符串，常用类库，集合类，枚举类型与泛型，lambda表达式与流处理，I/O（输入/输出），反射与注释，数据库操作，Swing程序设计，Java绘图，多线程，网络通信，奔跑吧小恐龙，MR人脸识别打卡系统。书中所有知识都结合具体实例进行讲解，涉及的程序代码都给出了详细的注释，可以使读者轻松领会Java程序开发的精髓，快速提高开发技能。,0,55.86,https://weread-1258476243.file.myqcloud.com/weread/cover/38/3300014038/s_3300014038.jpg
工作型PPT该这样做,秦阳,2020-05-01 00:00:00,计算机-软件学习,工作型PPT，唯“快”不破！作为日常工作中的PPT，不能为了追求完美设计而无限度地投入时间和精力，聪明的人懂得利用有效的时间去创造更高的业务价值，再通过PPT来展现自己的成果。本书围绕着“高效”讲授一键转换、一键排版、批量制作等相关的PPT制作技巧。工作型PPT的第一目的是沟通！工作汇报、年终总结、产品介绍、校园宣讲……这些工作场景虽然特别多，但本质上都是同一个事情，那就是沟通——能够将信息有效地传达给受众。本书介绍了很多演示思路上的经验技巧，还有很多速查速用的逻辑模板。工作型PPT 要严谨、专业。一份工作型PPT，代表着一家企业的形象，绝不能出现低级错误。本书附赠《工作型PPT 品控手册》，100多项细节品控，确保PPT零失误！希望本书能够帮助职场人在短时间内制作出提升职场竞争力的PPT，让PPT成为有效沟通的利器。,0,44.8,https://wfqqreader-1252317822.image.myqcloud.com/cover/909/37730909/s_37730909.jpg
Java核心技术第10版（套装共2册）,凯S.霍斯特曼 霍斯特曼 科内尔,2019-12-20 00:00:00,计算机-编程设计,《Java核心技术 卷Ⅰ 基础知识（原书第10版）》本书是《Java核心技术》第10版的卷Ⅰ。自《Java核心技术》出版以来，每个新版本都尽可能快地跟上Java开发工具箱发展的步伐，而且每一版都重新改写了部分内容，以便适应Java的最新特性。在这一版中，已经反映了Java标准版（Java SE 8）的特性。与前几版一样，本版仍然将读者群定位在那些打算将Java应用到实际工程项目中的程序设计人员。本书假设读者是一名具有程序设计语言（除Java之外）坚实背景知识的程序设计人员，并且不希望书中充斥着玩具式的示例（诸如，烤面包机、动物园的动物或神经质的跳动文本）。这些内容绝对不会在本书中出现。本书的目标是让读者充分理解书中介绍的Java语言及Java类库的相关特性，而不会产生任何误解。在本书中，我们选用大量的示例代码演示所讨论的每一个语言特性和类库特性。我们有意使用简单的示例程序以突出重点，然而，其中的大部分既不是赝品也没有偷工减料。它们将成为读者自己编写代码的良好开端。,0,108,https://wfqqreader-1252317822.image.myqcloud.com/cover/657/27651657/s_27651657.jpg
深入浅出数据分析,Michael Milton,2012-10-01 00:00:00,计算机-数据库,《深入浅出数据分析》以类似“章回小说”的活泼形式，生动地向读者展现优秀的数据分析人员应知应会的技术：数据分析基本步骤、实验方法、最优化方法、假设检验方法、贝叶斯统计方法、主观概率法、启发法、直方图法、回归法、误差处理、相关数据库、数据整理技巧；正文之后，意犹未尽地以三篇附录介绍数据分析十大要务、R工具及ToolPak工具，在充分展现目标知识以外，为读者搭建了走向深入研究的桥梁。,0,17.6,https://weread-1258476243.file.myqcloud.com/weread/cover/17/3300016817/s_3300016817.jpg
深入浅出Docker,奈吉尔·波尔顿,2019-04-01 00:00:00,计算机-计算机综合,本书是一本Docker入门图书，全书分为17章，从Docker概览和Docker技术两部分进行全面解析，深入浅出地介绍了Docker的相关知识，清晰详细的操作步骤结合大量的实际代码帮助读者学以致用，将Docker知识应用到真实的项目开发当中。本书适合对Docker感兴趣的入门新手、Docker技术开发人员以及运维人员阅读，本书也可作为Docker认证工程师考试的参考图书。,0,44.16,https://wfqqreader-1252317822.image.myqcloud.com/cover/914/25916914/s_25916914.jpg
体验引擎：游戏设计全景探秘,西尔维斯特,2015-03-01 00:00:00,计算机-计算机综合,1972年，雅达利公司推出了街机游戏Pong。之后，游戏行业历经了几十年的风风雨雨和几许轮回，依然方兴未艾。多少年以来，无论是俄罗斯方块，还是魔兽世界，游戏制作者面临的挑战都始终如一，即如何为玩家展现出最佳的游戏体验。从表面上看，本书的重点在于游戏的设计、规划、平衡性、界面、营销等要素。然而实际上，本书的核心是游戏体验。如何通过游戏设计来创造丰富多彩的游戏体验，以及如何真正从内心打动玩家，才是作者的真正目的。难能可贵的是，本书虽然涉及了许多游戏行业的专业课题，内容却轻松易懂，耐人回味。而读者在阅读本书时，也可以从自己感兴趣的章节开始，逐层深入。所以，无论读者是游戏行业的从业者，还是游戏爱好者，都不妨一读。说不定在某一页，就会不由自主地产生共鸣。,0,15.8,https://wfqqreader-1252317822.image.myqcloud.com/cover/662/42642662/s_42642662.jpg
简约至上：交互式设计四策略,Giles Colborne,2011-01-01 00:00:00,计算机-理论知识,国际知名交互式设计专家力作，UI设计经典教程，从策略看设计心理学，经典的产品经理沉思录！本书介绍交互式设计的技术与技巧，讲述如何从目标用户的需求和期望出发，结合人类本身的心理特征和行为特点，用最简单的方法创建易用、有效而且让用户愉悦的设计。书中阐释了合理删除、分层组织、适时隐藏和巧妙转移这四个令交互式设计成果最大程度简单易用的策略。本书适合Web应用、互联网产品、移动应用及其他交互设计人员阅读。,0,12,https://wfqqreader-1252317822.image.myqcloud.com/cover/772/907772/s_907772.jpg
Java高并发核心编程（卷1）：NIO、Netty、Redis、ZooKeeper,尼恩编著,2021-03-01 00:00:00,计算机-编程设计,本书从操作系统底层的IO原理入手讲解Java高并发核心编程知识，同时提供高性能开发的实战案例，是一本Java高并发编程的基础原理和实战图书。本书共分为15章。第1～4章为高并发基础，浅显易懂地剖析高并发IO的底层原理，图文并茂地介绍Java异步回调模式，细致地讲解Reactor高性能模式。这些原理方面的基础知识非常重要，会为读者打下坚实的基础，也是日常开发Java后台应用时解决实际问题的金钥匙。第5～8章为Netty原理和实战，是本书的重中之重，主要介绍高性能通信框架Netty、Netty的重要组件、单体IM的实战设计和模块实现。第9～12章从TCP、HTTP入手，介绍客户端与服务端、服务端与服务端之间的高性能HTTP通信和WebSocket通信。第13～15章对ZooKeeper、Curator API、Redis、Jedis API的使用进行详尽的说明，以提升读者设计和开发高并发、可扩展系统的能力。本书兼具基础知识和实战案例，既可作为对Java NIO、高性能IO、高并发编程感兴趣的大专院校学生以及初/中级Java工程师的自学图书，也可作为在生产项目中需要用到Netty、Redis、ZooKeeper三大框架的架构师或项目人员的参考书。,0,89.4,https://wfqqreader-1252317822.image.myqcloud.com/cover/673/37445673/s_37445673.jpg
Python王者归来,洪锦魁,2019-05-01 00:00:00,计算机-编程设计,Python 的丰富模块（module）以及广泛的应用范围，使 Python 成为当下最重要的计算机语言之一， 本书尝试将所有常用模块与应用分门别类组织起来，相信只要读者遵循本书实例，一定可以轻松学会 Python 语法与应用，逐步向 Python 高手之路迈进，这也是撰写本书的目的。 本书以约 800 个程序实例讲解了：完整的 Python 语法，Python 的输入与输出，Python 的数据型态， 列表（list）、元组（tuple）、字典（dict）、集合（set），函数设计，类别设计，使用系统与外部模块（module）， 设计自己的模块（module），文件压缩与解压缩，程序除错与异常处理，文件读写与目录管理，正则表达 式（Regular Expression）与文字探勘，剪贴簿（clipboard）、Word、PDF 文件处理，Excel、CSV、Json 文 件处理，图表绘制，电子邮件与简讯，鼠标与键盘控制，人脸识别系统，QR code 制作，多任务与多线程， 动画、音效、游戏设计，网络爬虫与伪装浏览器，图像处理与文字辨识，设计桃园机场出入境人脸识别系统…… 前 16 章的内容已经足够让你打好 Python 基础了，如果有兴趣继续钻研，则迈向 Python 高手之路。为 了提升阅读体验，本书为彩色印刷，在图书结构、案例选择以及代码样式上都进行了细心设计，力争呈现 给读者一本与众不同的编程书。 本书适合所有对 Python 编程感兴趣的读者，甚至适合设计师等编程基础薄弱的岗位作为编程入门指导， 同时也可以作为社会培训教材。,0,89.6,https://wfqqreader-1252317822.image.myqcloud.com/cover/412/31794412/s_31794412.jpg
超简单：用Python让Excel飞起来,王秀文 郭明鑫 王宇韬,2020-07-01 00:00:00,计算机-软件学习,本书是一本讲解如何用Python和Excel“强强联手”打造办公利器的案例型教程。全书共9章。第1～3章主要讲解Python编程环境的搭建、Python的基础语法知识、模块的安装和导入、常用模块的基本用法等内容，为后面的案例应用打下坚实的基础。第4～8章通过大量典型案例讲解如何用Python编程操控Excel，实现数据整理、数据分析、数据可视化等工作的自动化和批量化处理。第9章主要讲解如何在Excel中调用Python代码，进一步拓宽办公自动化的应用范围。本书理论知识精练，案例典型实用，学习资源齐备，适合有一定Excel基础又想进一步提高工作效率的办公人员，如从事文秘、行政、人事、营销、财务等职业的人士阅读，也可供Python编程爱好者参考。,0,30,https://wfqqreader-1252317822.image.myqcloud.com/cover/493/32886493/s_32886493.jpg
给产品经理讲技术,陈宇 巩晓波 高杨 杨俊勇 关磊,2019-03-01 00:00:00,计算机-编程设计,本书专为非技术背景的互联网行业从业者和想了解互联网技术的人员量身定制，分门别类地整理了Web前端技术、客户端技术、开发技术、网络技术等章节，基本涵盖了当前互联网行业的所有垂直技术领域。为了让读者能够更好地理解技术的精髓，几乎每篇文章都配以现实生活中通俗易懂的例子，用于类比复杂的互联网技术原理。在最后的“沟通”章节，作者介绍了根据自身近10年工作经验总结出的一些非技术人员与技术人员的沟通技巧，相信对读者的工作会有一定帮助。,0,55.3,https://wfqqreader-1252317822.image.myqcloud.com/cover/761/25449761/s_25449761.jpg
步步为赢：交互设计全流程解析,董尚昊,2020-01-01 00:00:00,计算机-编程设计,本书以互联网公司中产品交互设计开发的全流程为基础，涵盖了设计师在设计方案中的所有环节，分为4篇12章。本书将交互设计中系统的理论知识和设计方法与案例融合，并在每章的最后设置思考题，通过理论结合实践，希望读者能够真正做到学以致用。本书将国内外的交互设计理论知识和资深交互设计师的多年工作经验结合，适合交互设计师及希望学习、掌握交互设计知识的视觉设计师、产品经理、运营人员阅读参考。,0,49.5,https://wfqqreader-1252317822.image.myqcloud.com/cover/171/30029171/s_30029171.jpg
Linux就该这么学,刘遄,2017-12-01 00:00:00,计算机-计算机综合,本书源自日均阅读量近万次火爆的线上同名课程，口碑与影响力俱佳，旨在打造简单易学且实用性强的轻量级Linux入门教程。本书基于zui新的红帽RHEL系统编写，且内容通用于CentOS、Fedora等系统。,0,47.4,https://wfqqreader-1252317822.image.myqcloud.com/cover/635/22655635/s_22655635.jpg
JavaScript设计模式与开发实践,曾探,2015-05-12 00:00:00,计算机-编程设计,本书是根据JavaScript语言的特性专门针对JavaScript语言全面总结的设计模式。全书共分为三个部分，第一部分讲解了JavaScript语言面向对象和函数式编程的知识及其在设计模式方面的作用；第二部分通过一步步完善的代码示例，由浅入深地讲解了16个设计模式；第三部分讲述了面向对象的设计原则及其在设计模式中的体现，以及一些常见的面向对象编程技巧和日常开发中的代码重构。    书中所有示例均来自作者长期的开发实践，与实际开发密切相关，适合Web前端开发人员阅读。,0,29.99,https://wfqqreader-1252317822.image.myqcloud.com/cover/473/27337473/s_27337473.jpg
Elasticsearch搜索引擎构建入门与实战,高印会编著,2021-11-01 00:00:00,计算机-编程设计,本书从Elasticsearch的基本概念和原理讲起，然后系统介绍Elasticsearch的使用场景，带领读者近距离接触Elasticsearch。本书全面涵盖Elasticsearch客户端的安装和使用、索引创建、文档操作、搜索匹配、搜索排序和聚合等技术，可以帮助读者循序渐进地掌握Elasticsearch的相关知识。本书共8章，分为3篇。第1篇“Elasticsearch基础”，主要介绍Elasticsearch的基础知识和基本用法；第2篇“Elasticsearch提高”，首先介绍文本搜索和排序原理，然后介绍聚合的使用方法；第3篇“Elasticsearch实战”，以酒店搜索为案例，详细介绍Elasticsearch在实际搜索应用中涉及的相关技术，帮助读者全面了解搜索引擎，从而提高开发水平。本书重点介绍Elasticsearch的核心功能——搜索匹配和搜索排序，其中对中文匹配的实现方法用较多篇幅进行讲解，帮助读者进行中文搜索的落地工作，另外还结合项目实战案例讲解搜索排序功能，帮助读者更加透彻地理解Elasticsearch排序算法的原理。本书内容丰富，语言通俗易懂，讲解图文并茂，案例典型实用，适合Elasticsearch初学者和有一定基础而想提高开发水平的进阶人员阅读，另外还适合作为相关院校和培训机构的教材。,0,53.88,https://wfqqreader-1252317822.image.myqcloud.com/cover/156/41517156/s_41517156.jpg
从0到1：HTML+CSS快速上手,莫振杰,2019-12-01 00:00:00,计算机-编程设计,作者根据自己多年的网站开发及教学经验，站在零基础读者的角度，详细介绍了HTML和CSS的基础知识，以及大量的前端开发技巧。 全书分为2大部分：第1部分是HTML基础，主要介绍各种标签的使用；第二部分是CSS基础，主要介绍样式布局操作。此外，作者还结合实际工作及前端面试，精心挑选了大量高质量的练习题放在每章最后，读者可以边学边练，更好地掌握本书内容。 本书提供了所有案例的源代码、配套视频课程，以及各种工具手册。另外，为方便老师教学，还提供了配套的PPT教学课件。 本书适合零基础的初学者使用，可以作为前端开发人员的参考书，也可作为培训学校、大中专院校相关专业的教学参考书。,0,27.9,https://wfqqreader-1252317822.image.myqcloud.com/cover/658/30070658/s_30070658.jpg
性能之巅：洞悉系统、企业与云计算,布兰登·格雷格,2015-08-01 00:00:00,计算机-理论知识,大型网络、云计算、大数据和虚拟计算机系统的快速部署已经为性能优化带来了新的挑战。本书为此提供了解决方案。国际知名的性能优化专家Brendan Gregg汇集了最先进的技术和工具来分析调优大型网络或云计算的环境。本书的内容包括现代化的性能分析和容量规划；与云计算相关的新性能和可靠性挑战；方法、概念、术语、工具和指标；负载与结构问题的权衡；调整操作系统、CPU、内存、文件系统、磁盘、网络和总线；调整虚拟系统；性能相关的编程语言问题，对C、 C++、 Java和node.js编写的应用程序分析。,0,25.6,https://wfqqreader-1252317822.image.myqcloud.com/cover/25/33381025/s_33381025.jpg
