title,author,publishTime,category,intro,free,price,cover
中文版PremierePro视频编辑剪辑设计与制作全视频实战228例,孙芳,2019-01-01 00:00:00,计算机-软件学习,《中文版Premiere Pro视频编辑剪辑设计与制作全视频实战228例》是一本全方位、多角度讲解Premiere Pro视频编辑剪辑的实例式教材，注重实例实用性和精美度。全书共设置228个实用实例，按照技术和行业应用进行划分，清晰有序，可以方便零基础的读者由浅入深地学习本书，从而循序渐进地提升Premiere Pro的视频处理能力。《中文版Premiere Pro视频编辑剪辑设计与制作全视频实战228例》共分为16章，针对基础操作、转场效果、视频效果、文字、调色、抠像、关键帧动画等技术进行了超细致的实例讲解和理论解析。在本书最后，还重点设置了5个章节，针对广告设计、海报设计等行业实例应用进行剖析。本书第1～2章主要讲解软件入门操作，是最简单、最需要完全掌握的基础章节。第3～9章是按照技术划分每个门类的高级实例操作，视频处理的常用技术技巧在这些章节中可以得到很好的学习。第10～11章是综合应用和作品输出，是从制作作品到渲染输出的流程介绍。第12～16章是综合项目实例，是专门为读者设置的高级大型综合实例提升章节。《中文版Premiere Pro视频编辑剪辑设计与制作全视频实战228例》不仅适合作为视频处理、广告设计人员的参考书籍，也可作为大中专院校和培训机构数字艺术设计、影视设计、广告设计、动画设计、微电影设计及其相关专业的学习教材，还可作为视频爱好者自学使用。,0,69.3,https://wfqqreader-1252317822.image.myqcloud.com/cover/67/27738067/s_27738067.jpg
Word排版之道,宋翔编著,2009-04-01 00:00:00,计算机-软件学习,全书分四部分，共21章。第一部分为问答专区，包括Word专业排版、页面布局、格式设置、Word自动化功能之问答；第二部分为操作专家，包括Word 2007新界面快速上手、定制页面布局和样式模板、图文表混排等；第三部分为案例专题，包括制作一份简单的招聘启事、制作员工考核系统、设计图文结合的名片等；第四部分为技巧专辑，包括文本选择与编辑技巧、格式设置技巧等。,0,22,https://wfqqreader-1252317822.image.myqcloud.com/cover/414/654414/s_654414.jpg
自己动手做推荐引擎,苏雷什·库马尔·戈拉卡拉,2020-01-01 00:00:00,计算机-软件学习,本书是一本推荐引擎技术的综合入门指南，介绍使用R、Python、Spark、Mahout、Neo4j技术实现诸如协同过滤、基于内容的推荐引擎和情境感知推荐引擎的内容。本书也介绍了广泛用于行业内的各种推荐引擎及其实现。当然，也涵盖了一些推荐引擎中常用的流行数据挖掘技术，并在本书最后简要讨论了推荐引擎的未来方向。,0,40,https://wfqqreader-1252317822.image.myqcloud.com/cover/5/27185005/s_27185005.jpg
零基础学Python,张志强;赵越,2015-02-01 00:00:00,计算机-软件学习,Python是目前最流行的动态脚本语言之一。本书由浅入深，全面、系统地介绍了使用Python进行开发的各种知识和技巧。 本书内容包括Python环境的安装和配置、Python的基本语法、模块和函数、内置数据结构、字符串和文件的处理、正则表达式的使用、异常的捕获和处理、面向对象的语言特性和设计、Python的数据库编程、Tkinter GUI库的使用、HTML应用、XML应用、Django网页开发框架的使用、测试驱动开发模式应用、Python中的进程和线程、Python系统管理、网络编程、Python图像处理、Python语言的扩展和嵌入以及Windows下Python开发等。为了便于读者学习，本书每个章节中都提供了详尽的例子，结合实例讲解各个知识点。 本书适合Python爱好者、大中专院校的学生、社会培训班学生，以及系统管理员、界面开发人员、Web开发人员、网络编程人员等有关人员学习、使用。,0,30,https://wfqqreader-1252317822.image.myqcloud.com/cover/331/603331/s_603331.jpg
WPS Office商务办公从新手到高手,新阅文化 张婷婷,2018-06-01 00:00:00,计算机-软件学习,本书是指导初学者学习WPS的入门图书，书中详细地介绍了初学者学习WPS文字、WPS表格、WPS演示时应该掌握的基础知识和使用方法，对初学者在学习过程中可能遇到的问题进行了详细的讲解，并配有步骤介绍。全书共11章。第1～3章介绍了WPS文字的基本操作、表格应用与图文混排及WPS文字的排版；第4～9章详细介绍了工作簿与工作表的基本操作，工作表的美化、排序、筛选与汇总数据，数据处理与分析，图表与数据透视表，函数与公式的应用等内容；第10、11章介绍了如何编辑与设计幻灯片以及制作PPT的详细步骤。本书既适合WPS初学者阅读，也可以作为大中专院校或者企业的培训教材，同时对WPS兴趣爱好者也有一定的参考价值。,0,37.5,https://wfqqreader-1252317822.image.myqcloud.com/cover/157/33894157/s_33894157.jpg
CAXA CAD电子图板2020工程制图,钟日铭编著,2020-10-22 00:00:00,计算机-软件学习,CAXA CAD 电子图板是一款我国具有自主知识产权的CAD 软件系统。本书以CAXA CAD 电子图板2020为软件操作基础，并以其应用特点为知识主线，结合设计经验，全面而循序渐进地介绍了CAXA CAD 电子图板的实战应用知识。具体内容包括： CAXA CAD电子图板快速入门，基本曲线与高级曲线绘制，图形编辑与修改， 风格样式、智能点与查询工具，工程制图标注，块与图库操作，图幅操作，零件图绘制， 装配图绘制等。 CAXA CAD电子图板2020工程制图图文并茂、结构清晰、重点突出、实例典型、应用性强，是一本贴近实战的CAXA CAD电子图板培训教程和学习手册。 CAXA CAD电子图板2020工程制图适合从事机械设计、建筑制图、电气绘图、广告制作等工作的专业技术人员阅读使用。同时，CAXA CAD电子图板2020工程制图还可以作为CAXA CAD电子图板培训班及大、中专院校相关专业的培训教材。,0,79.9,https://wfqqreader-1252317822.image.myqcloud.com/cover/514/37323514/s_37323514.jpg
演说之法：PPT高手思维秘籍,高三平,2019-04-01 00:00:00,计算机-软件学习,制作一份好看的 PPT 不难，但是想让 PPT 有说服力、打动人且与众不同并非易事。本书聚焦 PowerPoint 背后的思维方式，包括结构化思维、视觉化思维和创造性思维。全书围绕一份 PPT 的制作流程展开介绍，包括：分析观众—搜集资料—整理资讯—构建 PPT 金字塔—梳理逻辑主线—文案提炼与包装—制作 PPT，这些是制作成功的商务演示 PPT 的通用方法论。另外，书中也贯穿了大量真实的案例解析供读者参考。,0,48.3,https://wfqqreader-1252317822.image.myqcloud.com/cover/886/25449886/s_25449886.jpg
SVG动画,莎拉·德拉斯纳,2018-05-01 00:00:00,计算机-软件学习,在制作Web动画效果时，使用SVG制作动画是我们应该掌握的技能之一。本书详细介绍了 SVG的基础知识、如何使用SVG制作动画、制作SVG动画的工具及相关的JavaScript库。除些之外，本书也探讨了SVG还能做的一些十分有趣的事情，比如数据可视化、可伸缩的矢量图、响应式设计等。Sarah为广大读者提供了一本非常优秀的书籍，可帮助读者更系统地掌握SVG和 SVG制作动画相关的技术知识。如果你想掌握这项技术，那么本书是值得你花时间去阅读和研究的一本书。,0,31.6,https://wfqqreader-1252317822.image.myqcloud.com/cover/318/31186318/s_31186318.jpg
云原生应用架构：微服务开发最佳实战,FreeWheel核心业务系统开发团队,2021-11-01 00:00:00,计算机-软件学习,"传统的微服务应用正在经历着云原生技术的""洗礼”。随着该领域技术的不断变革与完善，以原生方式开发基于云的微服务成了降本提效的重要手段。 FreeWheel 核心业务系统开发团队在多年的实践中探索出了一条云原生微服务应用构建之路。本书基于这些实践经验，从设计、开发到测试、部署，介绍了团队如何利用云原生技术为应用开发的全生命周期赋能。从架构技术选型到具体工程实践，书中内容理论联系实际，较为全面地剖析了容器落地、服务网格、无服务器计算、持续集成和持续部署等核心云原生技术，适合关注微服务、云原生技术的架构师、工程师及技术决策者阅读。",0,75.6,https://weread-1258476243.file.myqcloud.com/weread/cover/95/3300017895/s_3300017895.jpg
Excel数据透视表应用之道（双色板）,宋翔,2011-01-01 00:00:00,计算机-软件学习,本书由微软全球最有价值专家（MVP）编写，以Excel中的数据透视表这一功能为核心，详细地介绍了Excel数据透视表的用法、技巧，以及在实际工作中的应用解决方案。为了使本书结构清晰，便于读者学习，因此将全书划分为4个部分，包括入门篇、进阶篇和应用篇、附录。希望读者在阅读完本书后，能够成为数据透视表方面的专家。在应用篇中列举了当前热门的4大行业中的典型应用案例，帮助读者将理论与实践联系在一起，从而可以在日常工作中真正发挥数据透视表的威力。,0,19.92,https://wfqqreader-1252317822.image.myqcloud.com/cover/824/844824/s_844824.jpg
Procreate绘画创作从入门到精通,史悟轩,2018-11-01 00:00:00,计算机-软件学习,本书以Procreate为主要工具，带领读者进入移动设备数字绘画领域，帮助读者把自己的创意绘画工作从传统的电脑转移到移动设备上，更自由地实现自己的创意。全书共11章，从平板设备数字绘画概述开始，介绍Procreate基础，结合作者的作品和创作经验，带领读者逐步熟悉Procreate在多种风格数字绘画作品中的使用方法，包括素描、速写、动漫角色设计、水彩风格儿童插画、唯美风格插画、肖像漫画等。为了帮助读者进一步提升作品的效果，优化自己的工作流程，本书讲解了将Procreat与传统的电脑绘画软件Photoshop相结合运用的技法。在此基础上，又带领读者学习Procreate偏好设置、高级设置。为了方便读者的日常创作，本书简要介绍了手机端ProcreatePocket的应用。本书把软件的功能穿插在不同的实例中进行讲解，深入浅出，易于理解。书中附有案例视频、源文件，可扫码或登录网站获取。本书可作为大中专院校美术类相关专业教材，亦适用于具有一定美术和数字绘画基础，希望提高作品水平和工作效率的动漫、插画、电影美术从业者。,0,23.99,https://wfqqreader-1252317822.image.myqcloud.com/cover/658/27125658/s_27125658.jpg
Excel高效数据处理分析：效率是这样炼成的！,韩小良,2018-05-17 00:00:00,计算机-软件学习,本书共有8章，面向的对象是Excel初学者，从Excel的基本理念开始，用3章的篇幅介绍Excel的基本规则和基础表单的标准化和规范化，这是极其重要的，任何一个Excel小白都不能跨过这一步！即使已经有了所谓Excel基础的人，最后还是要从头来重新打基础。然后是Excel常用工具、函数和透视表的基本应用的介绍，以及如何利用这些工具技能来解决实际问题。,0,35.88,https://wfqqreader-1252317822.image.myqcloud.com/cover/788/36610788/s_36610788.jpg
Vulkan学习指南,帕敏德·辛格,2020-02-01 00:00:00,计算机-软件学习,Vulkan是新一代跨平台绘图接口，是Khronos最新推出的产品。本书首先介绍Vulkan系统并展示其独特性能。本书将讲述如何与硬件设备建立连接，以查询可用的队列、内存类型和提供的功能；介绍如何获取知识以将各种操作命令记录到命令缓冲区中，并将其提交到适当的队列以进行GPU处理；详细讨论内存管理，并演示如何使用缓冲区和图像资源来为呈现引擎和顶点缓冲区创建绘图纹理和图像视图，以存储几何信息；以及简要介绍SPIR-V等。,0,49,https://wfqqreader-1252317822.image.myqcloud.com/cover/163/30638163/s_30638163.jpg
WPS Office高效办公一本通：文字·表格·演示·PDF·脑图,博蓄诚品编著,2021-05-01 00:00:00,计算机-软件学习,WPS Office软件是我们日常工作、学习、生活中重要的“好帮手”。本书采用全彩图解+视频讲解的形式，详细介绍了新版WPS Office的应用技巧。全书不仅对常用的WPS文字、WPS表格和WPS演示三大主要功能进行了阐述，还对该软件的一些特色功能应用进行了讲解，例如PDF阅读器、流程图、脑图、图片设计等工具。本书内容丰富实用，知识点循序渐进；案例选取具有代表性，贴合日常实际需求；讲解细致，通俗易懂，操作步骤全程图解。同时，本书还配套了丰富的学习资源，主要有超大容量的同步教学视频、所有案例的源文件及素材，扫描对应的二维码即可轻松获取及使用。此外，还超值赠送常用行业案例及模板、各类电子书、线上课堂专属福利等。本书适合广大职场人员以及电脑新手自学使用，还可用作相关培训机构的教材及参考书。,0,44.99,https://wfqqreader-1252317822.image.myqcloud.com/cover/798/41805798/s_41805798.jpg
前端函数式演进,邵丁丁,2021-01-01 00:00:00,计算机-软件学习,本书从逻辑上分为三部分。第一部分（第1～3章）是全书的理论基础。第1章介绍编程语言中的编程范式以及各种范式在前端的体现。第2章介绍函数式的常见概念。这两章的内容对于基础较好的读者来说可能是老生常谈，但是我加入了一些前端示例和个人理解，也算是老坛装新酒。第3章介绍函数式思维的相关内容，帮助读者在使用函数式框架工具时从传统命令式编程的思考方式，向更契合函数式前端开发的思考方式转变，比如对循环的实现、数据结构的差别、对异常态和类型的处理等。第二部分（第4～7章）以实际的工具内容为主，分别介绍前端函数式的几种重要形态。第4章介绍Monadic编程，这是函数式的一种经典工程实现，也在前端衍生了一些工具。在这一章我们将学习工程理论的几个基础单元，如函子、幺半群，并进行一些实用性的分析和推导。第5章从jQuery出发，介绍函数式工具形态演进。很多研发工程师对前端的理解都停留在jQuery的经典时代，本章从函数式“形”的角度出发，介绍前端函数式工具。第6章和第7章将介绍前端函数式的两个热门框架工具——RxJS和ReactHooks，展示它们的基本原理以及演进过程。第三部分（第8章和第9章）是本书的总结部分。第8章回归初心，探讨前端开发的核心复杂度，以及函数式在前端开发中的贡献。希望读者能像借鉴函数式思想一样，多借“他山之石”，在前端和其他研发领域成为更出色的工程师。第9章梳理本书项目的整体情况，并展现一些核心代码，帮助读者通过代码完成知识的落地和沉淀。,0,47.4,https://wfqqreader-1252317822.image.myqcloud.com/cover/469/35537469/s_35537469.jpg
图像处理中的数学修炼（第2版）,左飞,2020-01-01 00:00:00,计算机-软件学习,全书共分为两大部分，第一部分总结了图像处理中可能用到的基本数学原理：具体内容包括微积分、场论、复变函数、泛函分析、偏微分方程等内容。这些话题每一个展开都有相当涉及到相当多的内容，而我们第一部分所完成的，恰恰是挟取各门数学知识中与图像处理最为密切相关的部分，这样才能方便数学基础薄弱的读者集中精力打攻坚战，而无需耗费过多精力却抓不到重点。,0,62.3,https://wfqqreader-1252317822.image.myqcloud.com/cover/451/34061451/s_34061451.jpg
ASP.NET Core 3从入门到实战,校宝在线 肖伟宇 翁琳鼎 王斌 厉红兵,2020-12-01 00:00:00,计算机-软件学习,本书从ASP.NET Core的核心组件入手，延伸到MVC、Web API、SignalR（实时通信应用）、Blazor（wasm应用）、机器学习等多种应用，全方位地讲解ASP.NET Core的应用场景、开发实践、部署和发布，带领读者学习从开发到发布基于ASP.NET Core的项目的全过程。本书主要面向对C#语法和Web开发有一定了解、期望使用C#语言开发Web项目的初学者，以及具有ASP.NET MVC开发经验、希望通过ASP.NET Core获得跨平台和容器化开发能力的开发者。,0,47.4,https://wfqqreader-1252317822.image.myqcloud.com/cover/691/35575691/s_35575691.jpg
做合成：Photoshop构图+透视+纹理+造型+调色技术修炼,李浩,2020-07-01 00:00:00,计算机-软件学习,这是一本Photoshop合成技法专业实用教程。本书采用“技法-理论-实例讲解”的结构形式，将合成设计中会涉及的构图控制、光影处理、氛围处理等基础理论知识和抠图、纹理混合、变形等基本技术一网打尽，全方位地讲解Photoshop合成操作的方法和技巧，有效解决美工、设计师、摄影师及修图师等图片处理工作者在处理图片时会遇到的大部分问题，并且就后期作图过程中常常遇到的“无从下手”“总觉得不好看”“无法继续优化”等问题释疑解惑。 本书附带下载资源（扫描实战案例开头的二维码可直接观看，或者扫描“读者服务”部分的二维码可获得下载方法），内容包括本书所有的实战源文件、素材文件和视频文件，读者可以使用这些文件来跟随书中的内容进行学习和操作。本书适合有一定基础的美工设计师、平面设计师、影楼工作者，以及对图片合成和后期感兴趣的非从业人员阅读。另外，本书所有内容均采用中文版Photoshop CC 2018 进行编写，但在实际操作中，中文版Photoshop CC 2018和中文版Photoshop CC 2019没有什么差别。,0,89.6,https://wfqqreader-1252317822.image.myqcloud.com/cover/746/33114746/s_33114746.jpg
Creo Parametric 5.0中文版从入门到精通,贾雪艳 刘平安等,2019-06-01 00:00:00,计算机-软件学习,本书讲述了Creoparametric5.0中文版的各种功能。全书共分15章，分别介绍了Creoparametric5.0中文版入门、草图绘制、基础特征建模、工程特征建模、实体特征编辑、曲面特征的建立与编辑、钣金特征的建立与编辑、零件装配、机构运动仿真、动画、创建工程图、三维布线与管道等知识。全书主题明确，解说详细；紧密结合工程实际，实用性强。适合于做计算机辅助设计的教学课本和自学指导用书。,0,48.99,https://wfqqreader-1252317822.image.myqcloud.com/cover/931/25916931/s_25916931.jpg
Excel效率手册：早做完，不加班（升级版）,陈锡卢,2017-01-01 00:00:00,计算机-软件学习,这是一本有趣的Excel书籍，基于卢子的职场经历改编而成！通过聊天的方式讲解，让你在轻松、愉快的环境中学到各种Excel使用技能。享受Excel，远离加班，享受更多生活，享受更多爱。跟着书中主角卢子前行，所有Excel疑难，所有阻挡你快点见到爱人和孩子的数据、表格等问题都将得到解决。全书共分为9章，主要内容包括Excel使用习惯、数据录入技巧、数据分析排列技巧、最有价值的函数与公式及使用技巧、数据透视表技巧、SQL语句技巧、Excel数据分析经验、Excel娱乐、Excel最高境界——无招胜有招。本书能有效帮助职场新人提升职场竞争力，也能帮助财务、品质分析、人力资源管理等人员解决实际问题。,0,29.4,https://wfqqreader-1252317822.image.myqcloud.com/cover/133/26944133/s_26944133.jpg
Excel VBA范例大全,罗刚君编著,2008-03-01 00:00:00,计算机-软件学习,本书从应用与实用的角度出发，通过实例精讲的形式，详细介绍了Excel 2007 VBA在各种领域应用编程的各种方法、思路与问题处理技巧。本书共分17部分，主要内容包括：单元格选择技巧与选区统计、单元格数据处理技巧、条件格式及数据突现方式、排序、数据筛选、处理图形与艺术字、处理图表中的技巧、控制工作表、多工作表操作、工作表页面设置与打印、工作簿安全处理、文件与目录、窗体与控件、自定义函数、设制界面与菜单，以及两个综合实例。本书语言简洁，结构清晰，内容丰富，实战价值高。350个Excel 2007 VBA设计实例典型实用，覆盖面广，几乎包括了所有的Excel 2007 VBA知识点和应用技术；同时对实例的程序代码做了重点分析，提供了深入的程序设计思想，确保各实例具有通用性，利于读者举一反三。最后安排两个综合系统实例，对Excel 2007 VBA知识点进行了综合应用，帮助读者迅速提升VBA综合设计能力，实现从入门到精通的快速飞跃。本书光盘中包括所有实例的素材和程序源代码，读者稍加修改，便可应用于自己的工作中，物超所值。本书适合广大Excel VBA初、中级读者及VBA程序员使用，同时也可作为大中专院校相关专业学生，以及社会相关培训班学员的理想教材。,0,26,https://wfqqreader-1252317822.image.myqcloud.com/cover/777/687777/s_687777.jpg
Vue.js前端开发技术,王凤丽 豆连军,2019-06-01 00:00:00,计算机-软件学习,本书主要内容包括：第1章Vue入门、第2章Vue数据绑定、第3章Vue指令、第4章Vue事件处理、第5章Vue组件、第6章Vue自定义指令、第7章vue-router、第8章webpack、第9章Vue综合案例开发、第10章Vue项目实战,0,30.9,https://wfqqreader-1252317822.image.myqcloud.com/cover/939/25916939/s_25916939.jpg
Photoshop CC完全自学教程,创锐设计,2018-08-01 00:00:00,计算机-软件学习,本书以Photoshop CC为软件平台，从初学者的学习需求出发，由浅入深、全面详尽地解析了软件的各项功能，并通过大量精美而典型的实例将知识点应用到具体操作中，真正做到了理论与实践相结合。全书共15章。第1章和第2章讲解Photoshop CC的入门知识和基本操作。第3～14章讲解Photoshop CC的核心功能，包括选区与图层、图像的修饰与绘制、颜色调整、蒙版与通道、图形的创建与编辑、文字的创建与应用、滤镜的应用、3D图像的查看与编辑、动作和批处理、Web图像和动画制作等。第15章为综合实战，通过解析UI界面设计和网店首页页面设计两个实例，在进一步巩固前面所学内容的基础上培养综合应用能力。,0,40,https://wfqqreader-1252317822.image.myqcloud.com/cover/585/23072585/s_23072585.jpg
Adobe Premiere Pro CC 2019经典教程（彩色版）,马克西姆·亚戈,2020-01-01 00:00:00,计算机-软件学习,本书由Adobe公司编写，是Adobe Premiere Pro CC 软件的官方培训手册。全书共分为16课，每课都围绕着具体的例子讲解，步骤详细，重点明确，一步一步地教读者进行实际操作。本书除全面介绍了Adobe Premiere Pro CC 的操作流程外，还详细介绍了Premiere Pro CC 的新功能。书中给出了大量的提示和技巧，帮助读者更高效地使用Adobe Premiere Pro软件；本书各课重点突出，有利于读者掌握学习重点和学习进度。如果读者对Premiere Pro 比较陌生，可以先了解使用Premiere Pro 所需的基本概念和特性；如果读者是个Premiere Pro 的老手，则可以将主要精力放在新版本的技巧和技术的使用上；本书也适合各类相关内容的培训班学员及广大自学人员参考。,0,95.36,https://wfqqreader-1252317822.image.myqcloud.com/cover/864/36950864/s_36950864.jpg
新印象 Cinema 4D+Octane Render建模/材质/灯光/渲染技术与产品包装表现实例教程,杜伟编著,2021-07-01 00:00:00,计算机-软件学习,这是一本全面介绍使用Octane Render制作、渲染产品包装的Cinema 4D技术教程书。 本书共11章，从Cinema 4D基本操作入手，结合可操作实例，深入地阐述Cinema 4D的建模工具、造型工具、生成器、变形器和效果器的使用方法和技巧，并全面讲解Octane Render渲染器的区域光、日光、HDRI环境、材质通道和材质节点等方面的技术；之后通过对7个产品类目共21个商业实操案例的讲解，让读者全方面理解并掌握产品包装的制作与渲染，从而实现学以致用。本书适合包装设计师、平面设计师、电商设计师，以及使用Octane Render渲染器创作作品的设计师阅读。此外，本书所有内容均采用中文版Cinema 4D R19、Octane Render V3.07进行编写，请读者使用相同或更高版本的软件进行练习。,0,70.5,https://wfqqreader-1252317822.image.myqcloud.com/cover/894/39136894/s_39136894.jpg
Unity 5.X-2017标准教程,Unity technologies,2018-04-01 00:00:00,计算机-软件学习,Unity是一款功能强大且简单易用的游戏开发和虚拟现实开发平台软件。使用Unity可以把各种游戏素材或者虚拟现实素材，比如模型、贴图、动画等进行整合，结合Unity完美的引擎，和友好的程序开发平台，能制作出适合各种平台发布的游戏或者虚拟现实应用。本书共设计了15章内容，包含Unity软件使用基础、各项组件使用、程序开发基础和实例、各种平台发布技能等。在本书*14章还举了一个典型的游戏制作项目，让读者可以从零开始一步步制作出一款游戏。15章则介绍了Unity2017版的新特性及使用。,0,43.2,https://wfqqreader-1252317822.image.myqcloud.com/cover/531/22655531/s_22655531.jpg
和秋叶一起学：秒懂Word（全彩版）,秋叶 刘晓阳编著,2021-11-01 00:00:00,计算机-软件学习,如何从Word新手成长为Word高手，快速解决职场中各种各样的文档操作难题，就是本书所要讲述的内容。本书收录了生活和工作场景中的113个实用Word技巧，每个技巧都配有清晰的使用场景说明、详细的图文操作说明及配套练习与动画演示，能够全方位展示Word软件的各项功能操作，帮助读者结合实际应用，高效使用软件，快速解决问题。本书充分考虑初学者的知识水平，语言通俗易懂，内容从易到难，能让初学者轻松理解各个知识点，快速掌握职场必备技能。本书大部分案例来源于真实职场，职场新人系统地阅读本书，可以节约在网络上搜索答案的时间，提高工作效率。,0,31.99,https://wfqqreader-1252317822.image.myqcloud.com/cover/486/41151486/s_41151486.jpg
摄影师的后期课：影调与调色篇,郑志强,2018-06-01 00:00:00,计算机-软件学习,“摄影师的后期课”系列摄影后期处理教程从多领域、全方位地讲解数码摄影后期，本系列图书共有7本。本书是“摄影师的后期课”系列中的影调与调色篇。全书共10章，详细讲解了照片影调与调色的全方位知识。其中影调部分包括Photoshop中明暗调整的4大基本技巧、3大美化技巧、照片明暗调整的创意与实战；调色部分讲解了色彩与混色简明原理，以及多种常用的调色功能等。书中配有大量针对性很强的实战案例，以帮助读者巩固学习成果，并逐渐培养读者的后期修片思路和创意能力。本书附赠多媒体视频教学资料，可以帮助读者提高学习效果。本书适合数码摄影、广告摄影、照片处理等领域各层次的读者阅读。无论是专业人员，还是普通爱好者，都可以通过本书迅速提高数码照片后期处理水平。,0,35.6,https://wfqqreader-1252317822.image.myqcloud.com/cover/827/24981827/s_24981827.jpg
PPT精准演示：让演讲脱胎换骨的400张幻灯片实例,前田鎌利,2020-05-01 00:00:00,计算机-软件学习,本书是日本商务演示领域畅销书作者前田镰利的新作，他切身感受过多家公司不同的企业文化，本书就是在集各家所长的基础上总结而成的。本书像一本PPT制作百科图鉴，用超过400张幻灯片实例（其中含128组前后对比图），分别就文本、图表、视觉材料、动画等展示技巧一一详述，通过优化前后的效果对比和优劣分析，告诉大家幻灯片的哪些部位要如何修改才能达到精准演示效果，任何人都可以“有样学样”，制作出演示力强的幻灯片，充满自信地以演讲力为武器，在职业生涯中开拓一片天地。,0,49.9,https://wfqqreader-1252317822.image.myqcloud.com/cover/44/36862044/s_36862044.jpg
Office自学经典：WORD/EXCEL/PPT高效办公,钱慎一,2016-03-01 00:00:00,计算机-软件学习,本书以微软Office 2013 为写作平台，以“理论+应用”为写作指导，从易教、易学的角度出发，用通俗的语言、典型的范例对Word 、Excel 和PowerPoint 的高效应用进行了全面介绍。 全书共14 章。其中，Word 部分的内容包括Word 文档的基本操作、文档页面设置、文本字体与段落格式的设置、目录与索引、脚注与尾注、表格的应用、文本框的应用、审阅功能的应用以及文档的打印等。Excel 部分的内容包括工作簿的操作与保护、工作表数据的录入与编辑、公式与函数、图表的创建与编辑、排序与筛选、分类汇总、合并计算、数据透视表与数据透视图、工作表的输出与共享等。PPT 部分的内容包括演示文稿的创建、幻灯片的基本操作、艺术字的应用、母版的应用、图片与图形的应用、声音和视频的应用、切换效果的设置、动画效果的制作、幻灯片的放映等。 本书结构清晰、思路明确、内容丰富、语言简炼，解说详略得当，介绍了大量的基础性知识，又有很强的实用价值。 本书既可作为在职人员学习电脑办公知识的参考用书，又可作为高等院校及大中专院校计算机文化基础课的必备教材。同时，也适合作为社会电脑办公培训班的首选读本。,0,41.86,https://wfqqreader-1252317822.image.myqcloud.com/cover/496/27110496/s_27110496.jpg
Excel效率手册  早做完，不加班（精华版 图表篇）,陈锡卢,2016-07-01 00:00:00,计算机-软件学习,这是一本有趣的Excel书籍，基于卢子的职场经历改编而成！通过讲故事的形式讲解Excel中的图 表，让你在轻松、愉快的环境中学到各种图表技能。 享受Excel，远离加班，享受更多生活，享受更多的爱。跟着书中主角卢子前行，Excel图表的疑难 数据、表格等问题都将得到稳妥的解决。本书展示了在Excel 2013中运用图表解决疑难问题的实战技能， 包含图表的基础理论及操作技能、各类图表的实际应用。本书配套相关练习及视频教程，让你能够更加 有效地巩固技能。 本书能有效帮助职场新人提升竞争力，也能帮助财务、品质分析、人力资源管理等人员解决实际问题。,0,36.4,https://wfqqreader-1252317822.image.myqcloud.com/cover/77/27111077/s_27111077.jpg
NetLogo多主体建模入门,集智俱乐部,2021-10-01 00:00:00,计算机-软件学习,本书从大量跨学科、跨领域的实际案例入手，循序渐进地讲解了NetLogo的使用方式、基本语法、设计思想，以及背后的计算机模拟、多主体建模、复杂性科学的基本理念和数理建模的常用方法，包括数值计算、微分方程、动力系统、概率统计等。通过学习，读者可以学会搭建一个人工生命的世界、一个人工经济系统，以及一个人工生态系统；通过计算机模拟，读者可以理解大自然的捕食依存关系、病毒传播和疫情暴发的原理，还能对人类社会财富分布不均衡的起源有新的认识。,0,39.9,https://wfqqreader-1252317822.image.myqcloud.com/cover/277/43696277/s_43696277.jpg
Photoshop图像处理与制作,王才君主编,2022-03-01 00:00:00,计算机-软件学习,学习Photoshop，不仅要学习如何操作，更应该学习利用Photoshop来解决实际工作中各种任务和问题的思路，即为什么这么操作。本书以实际工作中读者常面临的各种任务和问题为切入点，系统地介绍利用Photoshop进行图像处理与制作的方法、技巧和经验。全书共12课，第1课讲解学习前读者应该了解的基础知识和核心学习方法，第2课讲解Photoshop的基础操作，第3课至第12课通过各种应用案例，分别讲解图层、选区、蒙版、调色、修图、合成、文字工具、图形工具组、时间轴、动作和批处理等方面的知识和应用技能。本书内容由浅入深，知识讲解与实操训练相结合，案例贴合实际应用，零基础的读者也能通过学习本书快速上手解决工作中的常见问题。此外，本书配有视频课程、PPT课件等教学资源，适合学校相关专业的师生使用。,0,38.9,https://wfqqreader-1252317822.image.myqcloud.com/cover/29/43279029/s_43279029.jpg
Power BI企业级分析与应用,雷元,2021-01-01 00:00:00,计算机-软件学习,本书立足于企业应用场景，从赋能商业价值、培养员工数据分析能力和引领企业数字变革这三大角度勾勒出一套敏捷BI实践指南。除提供丰富的理论指南和Power BI实践内容外，本书还涉及Power BI Service治理方面的内容。只有在一个治理完善的Power BI Service架构上，Power BI的规模化应用才有可能得以实现。另外，本书还涉及了Power BI与Microsoft 365结合的案例，为Power BI的应用场景提供了延伸。无论你是专注于个人自助分析，还是企业BI解决方案，本书都会以独特的视角为你提供非常有参考价值的内容。,0,48.86,https://wfqqreader-1252317822.image.myqcloud.com/cover/477/37423477/s_37423477.jpg
